id,Titre en anglais,Titre en Japonais,Editeurs,Code JPN,Code USA,Sortie JPN,Sortie USA,Main Category,Sub Category
0485,J League Super Soccer '95 - Jikkyou Stadium,Jリーグ スーパーサッカー 実況スタジアム,ハドソン / Hudson,SHVC-AJSJ-JPN,,1995-03-17,,Sports,Soccer
0486,J. League Excite Stage '94,Jリーグエキサイトステージ'94,エポック社 / 小学館プロダクション / Epoch / Shogakukan Production,SHVC-JL,,1994-05-01,,Sports,Soccer
0487,J. League Excite Stage '95,Jリーグエキサイトステージ'95,エポック社 / 小学館プロダクション / Epoch / Shogakukan Production,SHVC-AJ2J-JPN,,1995-04-28,,Sports,Soccer
0488,J. League Excite Stage '96,Jリーグエキサイトステージ'96,エポック社 / 小学館プロダクション / Epoch / Shogakukan Production,SHVC-AE3J-JPN,,1996-04-26,,Sports,Soccer
0489,Jammes,ジャムズ,カロッツェリアジャパン / Carrozzeria Japan,SHVC-AJMJ-JPN,,1995-02-10,,Puzzle,Matching
0490,Janyuuki - Gokuu Randa,雀遊記 悟空乱打,ヴァージンゲーム / Virgin Games,SHVC-AV4J-JPN,,1995-01-13,,Table Game,Mahjong
0491,JB The Super Bass,JBザ・スーパーバス,NGP / ギャップス / ナグザット / N&G Project / GAPS / Naxat Soft,SHVC-A94J-JPN,,1995-12-15,,Sports,Pêche
0493,Jerry Boy,ジェリーボーイ,エピック・ソニーレコード （ソニー・ミュージックエンタテインメント）/ ゲームフリーク / Epic Sony Records / Game Freak,SHVC-JB,,1991-09-13,,Platformer,
0494,Jigsaw Party,ジグソーパ〜ティ〜,ホリ電機 / Hori Electric,SHVC-Z5,SNS-Z5,1994-07-22,,Puzzle,Puzzle
0495,Jikkyou Keiba Simulation Stable Star,ステイブルスター 〜厩舎物語〜,コナミ / Konami,SHVC-AKQJ-JPN,,1996-03-22,,Sports,Horse
0496,Jikkyou Oshaberi Parodius - Forever With Me,実況おしゃべりパロディウス,コナミ / Konami,SHVC-AJOJ-JPN,,1995-12-15,,SHMUP,Horizontal
0497,Jikkyou Power Pro Wrestling '96 - Max Voltage,実況パワープロレスリング'96 マックス ボルテージ,コナミ / Konami,SHVC-AJXJ-JPN,,1996-09-13,,Sports,Wrestling
0498,Jikkyou Powerful Pro Yakyuu - Basic Ban '98,ベーシック版 実況パワフルプロ野球 Basic'98,コナミ / コナミコンピュータエンタテイメント大阪 / ダイヤモンドヘッドプロダクション / Konami / Diamond Head Production,SHVC-AJ5J-JPN,,1998-03-19,,Sports,Baseball
0499,Jikkyou Powerful Pro Yakyuu '94,実況パワフルプロ野球'94,コナミ / Konami,SHVC-YX,,1994-03-11,,Sports,Baseball
0500,Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban,実況パワフルプロ野球'96開幕版,コナミ / ダイヤモンドヘッドプロダクション / Konami / Diamond Head Production,SHVC-A57J-JPN,,1996-07-19,,Sports,Baseball
0501,Jikkyou Powerful Pro Yakyuu 2,実況パワフルプロ野球2,コナミ / Konami,SHVC-AP2J-JPN,,1995-02-24,,Sports,Baseball
0502,Jikkyou Powerful Pro Yakyuu 3,実況パワフルプロ野球3,コナミ / ダイヤモンドヘッドプロダクション / Konami / Diamond Head Production,SHVC-A3JJ-JPN,,1996-02-29,,Sports,Baseball
0503,Jikkyou Powerful Pro Yakyuu 3 - '97 Haru,実況パワフルプロ野球3 '97春,コナミ / コナミコンピュータエンタテイメント大阪 / ダイヤモンドヘッドプロダクション / Konami / Diamond Head Production,SHVC-AQ7J-JPN,,1997-03-20,,Sports,Baseball
0504,Jikkyou World Soccer - Perfect Eleven,実況ワールドサッカー パーフェクトイレブン,コナミ / Konami,SHVC-3U,SNS-3U,1994-11-11,1995-06-01,Sports,Soccer
0505,Jikkyou World Soccer 2 - Fighting Eleven,実況ワールドサッカー2 ファイティング イレブン,コナミ / Konami,SHVC-AWJJ-JPN,SNS-AWJE-USA,1995-09-22,,Sports,Soccer
0506,Jimmy Connors Pro Tennis Tour,ジミーコナーズのプロテニスツアー,ミサワエンターテインメント / Ubisoft / Blue Byte / Misawa Entertainment,SHVC-JC,SNS-JC,1993-10-29,1994-01-01,Sports,Tennis
0507,Jissen Kyoutei,実戦競艇,イマジニアズーム / Imagineer-Zoom,SHVC-AKOJ-JPN,,1995-06-23,,Sports,Boat Racing 
0508,Jissen Pachi Slot Hisshouhou! Yamasa Densetsu,実戦パチスロ必勝法！山佐伝説,サミー / Sammy,SHVC-AY8J-JPN,,1996-04-05,,Gambling,Pachinko
0509,Jissen Pachi-Slot Hisshouhou Classic,実戦！パチスロ必勝法！ クラシック,サミー / Sammy,SHVC-AJCJ-JPN,,1995-07-07,,Gambling,Pachinko
0510,Jissen Pachinko Hisshouhou! 2,実戦パチンコ必勝法！2,サミー / Sammy,SHVC-A9ZJ-JPN,,1996-03-08,,Gambling,Pachinko
0511,Jissen! Bass Fishing Hisshouhou in USA,実戦バスフィッシング必勝法 in USA,サミー / Sammy,SHVC-AFUJ-JPN,SNS-AFUE-USA,1995-08-25,,Sports,Pêche
0512,Jissen! Mahjong Shinan,実戦！麻雀指南,アスク講談社 / Ask Kodansha,SHVC-AJIJ-JPN,,1995-01-13,,Table Game,Mahjong
0513,Jissen! Pachi-Slot Hisshouhou!,実戦！パチスロ必勝法！,サミー / Sammy,SHVC-PI,,1993-11-26,,Gambling,Pachinko
0514,Jissen! Pachi-Slot Hisshouhou! 2,実戦！パチスロ必勝法！2,サミー / Sammy,SHVC-XU,,1994-09-16,,Gambling,Pachinko
0515,Jissen! Pachi-Slot Hisshouhou! Twin,ツイン 実戦パチスロ必勝法！TWIN,サミー / Sammy,SHVC-AZHJ-JPN,,1997-03-15,,Gambling,Pachinko
0516,Jissen! Pachi-Slot Hisshouhou! Twin Vol. 2,ツイン Vol.2 実戦パチスロ必勝法！TWIN 2,サミー / Sammy,SHVC-AZOJ-JPN (V-972701),,1997-09-12,,Gambling,Pachinko
0517,John Madden NFL Pro Football '94,NFLプロフットボール'94 ジョンマッデン,エレクトロニック・アーツ・ビクター / Electronic Arts Victor / High Score Productions,SHVC-9M,,1993-12-24,,Sports,Football
0518,JoJo no Kimyou na Bouken,ジョジョの奇妙な冒険,バンダイ / コブラ・チーム / ウィンキーソフト / Bandai / Cobra Team / Winkysoft,SHVC-JK,,1993-03-05,,RPG,
0519,Joushou Mahjong Tenpai,常勝麻雀 天牌,エニックス / ゲームアーツ / マイクロパイン / Enix / GameArts / Micro Pine,SHVC-ZTMJ-JPN,,1995-09-29,,Table Game,Mahjong
0520,JRA PAT - Wide Taiyouban,JRA PAT ワイド対応版,NTT,SHVC-TJDJ-JPN-P1,,,,Gambling,Horse
0521,JRA PAT - Wide Taiyouban,JRA PAT ワイド対応版,NTT,SHVC-TJDJ-JPN-P2,,,,Gambling,Horse
0522,JRA PAT - Wide Taiyouban,JRA PAT ワイド対応版,NTT,SHVC-TJEJ-JPN-P3,,,,Gambling,Horse
0523,JRA PAT (Japan Racing Association - Personal Access Terminal),日本中央競馬会,NTT,SHVC-TJAJ-JPN-S1,,,,Gambling,Horse
0524,JRA PAT (Japan Racing Association - Personal Access Terminal),日本中央競馬会,NTT,SHVC-TJAJ-JPN-S2,,,,Gambling,Horse
0525,JRA PAT (Japan Racing Association - Personal Access Terminal),日本中央競馬会,NTT,SHVC-TJBJ-JPN-S3,,,,Gambling,Horse
0526,JRA PAT (Japan Racing Association - Personal Access Terminal),日本中央競馬会,NTT,SHVC-TJBJ-JPN-U1,,,,Gambling,Horse
0527,JRA PAT (Japan Racing Association - Personal Access Terminal),日本中央競馬会,NTT,SHVC-TJBJ-JPN-U2,,,,Gambling,Horse
0528,JRA PAT (Japan Racing Association - Personal Access Terminal),日本中央競馬会,NTT,SHVC-TJBJ-JPN-U3,,,,Gambling,Horse
0529,Judge Dredd,ジャッジ・ドレッド,アクレイムジャパン / Acclaim Japan / Probe,SHVC-AJDJ-JPN,SNS-AJDE-USA,1995-10-27,1995-10-26,Platformer,
0530,Jumbo Ozaki no Hole In One,ジャンボ尾崎のホールインワン,ハル研究所（HALKEN） / HAL Laboratory,SHVC-JO,,1991-02-23,,Sports,Golf
0531,Jumpin' Derby,ジャンピンダービー,ナグザット / Naxat Soft,SHVC-AJUJ-JPN,,1996-04-26,,Sports,Horse
0532,Jungle no Ouja Taa-chan - Sekai Manyuu Dai Kakutou no Maki,ジャングルの王者ターちゃん 世界漫遊大格闘の巻,バンダイ / 空想科学 / Bandai / Kuusoukagaku,SHVC-5J,,1994-09-18,,Platformer,
0533,Jungle Strike - The Sequel to Desert Strike,ジャングルストライク 受け継がれた狂気,エレクトロニック・アーツ・ビクター / Electronic Arts Victor / Granite Bay Software,SHVC-AJGJ-JPN,SNS-AJGE-USA,1995-09-22,1995-09-21,Shooter,Over Head
0534,Jungle Wars 2 - Kodai Mahou Atimos no Nazo,ジャングルウォーズ2 古代魔法アティモスの謎,ポニーキャニオン / パウワウ / アトリエドゥーブル / Pony Canyon / POWWOW / Atelier Double,SHVC-JW-(R95V5945),,1993-03-19,,RPG,
0535,Jurassic Park,ジュラシック・パーク,ジャレコ / Jaleco / Ocean,SHVC-J8,SNS-J8,1994-06-24,1994-01-01,Aventure,
0536,Justice League Task Force,ジャスティスリーグ,アクレイムジャパン / サンソフト / Acclaim Japan / Blizzard Entertainment / Sunsoft (Sun Electronics),SHVC-AJLJ-JPN,SNS-AJLE-USA,1995-10-27,1995-01-01,Fighting,Versus
0537,Jutei Senki,樹帝戦紀,エニックス / タムタム / Enix / Tamtam,SHVC-JU,,1993-08-27,,Strategy,
0538,JWP Jyoshi Pro Wrestling - Pure Wrestle Queens,JWP女子プロレス ピュア・レッスル・クイーンズ,ジャレコ / Jaleco,SHVC-AJWJ-JPN,,1994-12-23,,Sports,Wrestling
0539,Kabuki Chou Reach Mahjong,歌舞伎町 リーチ麻雀 東風戦,ポニーキャニオン / Pony Canyon,SHVC-IF-(R88V5949),,1994-07-15,,Table Game,Mahjong
0540,Kabuki Rocks,カブキロックス,アトラス/レッド / Atlus / RED,SHVC-QR,,1994-03-04,,RPG,
0541,Kachou Shima Kousaku,課長 島 耕作 スーパービジネスアドベンチャー,バンダイ / ユタカ / トムクリエイト / Bandai / Yutaka / Tom Create,SHVC-UK,,1993-09-17,,Visual Novel,Salary Man
0542,Kagakusha Harley no Haran Banjou,化学者ハリーの波乱万丈,アルトロン / Altron / Electronic Arts,SHVC-HV,,1994-10-28,,Platformer,
0543,Kakinoki Shougi,柿木将棋,アスキー / 酒田エス・エー・エス / ASCII / Sakata SAS,SHVC-AKAJ-JPN,,1995-09-01,,Table Game,Shougi
0544,Kamai-tachi no Yoru (Banshee's Last Cry),かまいたちの夜,チュンソフト / Chun Soft,SHVC-EU,,1994-11-25,,Sound Novel,Horror
0545,Kamen Rider Kyoufu! Fukkatsu no Shokkaa Gundan!!,仮面ライダー 恐怖！復活のショッカー軍団！！,バンダイ / Bandai,SHVC-K4,,1993-11-12,,Beat 'em All,
0546,Kamen Rider SD - Shutsugeki!! Rider Machine,仮面ライダーSD 出撃！！ライダーマシン,バンダイ / ユタカ / Bandai / Yutaka,SHVC-KA,,1993-07-09,,Racing,Moto
0547,Karuraou,カルラオウ 迦楼羅王,エピック・ソニーレコード（ソニー・ミュージックエンタテインメント） / 浮世亭 / Epic Sony Records / Ukiyotei,SHVC-OH-(ESPG51),,1994-02-18,,Beat 'em All,
0548,Kat's Run - Zennihon K Car Senshuken,キャッツ・ラン 全日本Kカー選手権,アトラス / Atlus,SHVC-AKCJ-JPN,,1995-07-14,,Racing,Fun
0549,Katou Ichi-Ni-San Kudan Shougi Club,加藤一二三 九段 将棋倶楽部,ヘクト / 夏システム / Hector / Natsu-System,SHVC-A9HJ-JPN,,1997-05-16,,Table Game,Shougi
0550,Kawa no Nushi Tsuri 2,川のぬし釣り2,パック・イン・ビデオ / Pack-in-Video,SHVC-AKNJ-JPN,,1995-04-28,,RPG,Fishing
0551,Keeper,キーパー,データム・ポリスター / サクセス / フューパック / アスキー / Datam Polystar / Success / Fupac / ASCII,SHVC-K9,,1994-07-15,,Puzzle,
0552,Keiba Eight Special - Hi Baken Kounyuu Jutsu,競馬エイトスペシャル ○秘 馬券購入術,ミサワエンターテインメント / Misawa Entertainment,SHVC-8K,,1993-12-10,,Sports,Horse
0553,Keiba Eight Special 2 - Hi Baken Kounyuu Jutsu,競馬エイトスペシャル2 ○秘 馬券購入術,イマジニアズーム / Imagineer-Zoom,SHVC-82,,1994-09-30,,Sports,Horse
0554,Keiba Yosou Baken Renkinjutsu,勝ち馬予想ソフト 馬券錬金術,ケイエスエス / KSS,SHVC-4K,,1994-05-27,,Sports,Horse
0555,Kentou-Ou World Champion,ワールドチャンピオン 拳闘王,ソフエル / Sofel,SHVC-BX,,1992-04-28,,Sports,Boxing
0556,Kenyuu Densetsu Yaiba,ヤイバ 剣勇伝説YAIBA,バンプレスト / アトリエドゥーブル / Banpresto / Atelier Double,SHVC-YB,,1994-03-25,,RPG,Action
0557,Kero Kero Keroppi no Bouken Nikki: Nemureru Mori no Keroriinu,けろけろけろっぴの冒険日記 眠れる森のけろりーぬ,アスキー / キャラクターソフト / ASCII / Character Soft,SHVC-NE,,1994-03-25,,RPG,
0558,Kessen! Dokapon Oukoku 4 - Densetsu no Yusha Tachi,決戦！ドカポン王国IV 〜伝説の勇者たち〜,アスミック / Asmik,SHVC-IX,,1993-12-10,,Table Game,
0559,Kid Klown in Crazy Chase,キッドクラウンのクレイジーチェイス,ケムコ（コトブキシステム） / Kemco,SHVC-ZI,SNS-ZI,1994-10-21,1994-01-01,Platformer,
0560,Kidou Butoden G Gundam,機動武闘伝Gガンダム,バンダイ / パンドラボックス / Bandai / Pandora Box,SHVC-AGMJ-JPN,,1994-12-27,,Fighting,Versus
0561,Kidou Keisatsu Patlabor,機動警察パトレイバー,ベック / Interbec,SHVC-PX,,1994-04-22,,Strategy,
0562,Kidou Senshi Gundam - Cross Dimension 0079,機動戦士ガンダム クロス・ディメンション0079,バンダイ / Bandai,SHVC-78,,1995-02-10,,Strategy,
0563,Kidou Senshi Gundam F91 - Formula Senki 0122,機動戦士ガンダムF91 フォーミュラー戦記0122,バンダイ / Bandai,SHVC-GP,,1991-07-06,,Strategy,
0564,Kidou Senshi V Gundam,機動戦士Vガンダム,バンダイ / Bandai,SHVC-VU,,1994-03-11,,SHMUP,Platformer
0565,Kidou Senshi Z Gundam - Away to the New Type,機動戦士Zガンダム AWAY TO The NEWTYPE,バンダイ / Bandai,SHVC-AO6J-JPN,,1996-03-01,,Strategy,
0566,Kidou Soukou Dion,機動装甲ダイオン,ビック東海 / Vic Tokai,SHVC-DY,,1992-12-14,,SHMUP,Vertical
0567,Kiki Kaikai - Nazo no Kuro Manto,奇々怪界 謎の黒マント,ナツメ / タイトー / Taito / Natsume,SHVC-KK,,1992-12-22,,SHMUP,Vertical
0568,Kiki Kaikai - Tsukiyo Soushi,奇々怪界 月夜草子,ナツメ / タイトー / Taito / Natsume,SHVC-3N,,1994-06-17,,SHMUP,Vertical
0569,Kikou Keisatsu Metal Jack,アーマードポリス 機甲警察メタルジャック,アトラス / Atlus,SHVC-MJ,,1992-07-31,,Platformer,
0570,Kikuni Masahiko no Jantoushi Dora Ou,喜国雅彦の雀闘士 銅鑼王,プランニングオフィスワダ（パウ） / Planning Office WADA (POW),SHVC-JD,,1993-02-19,,Table Game,Mahjong
0571,Kikuni Masahiko no Jantoushi Dora Ou 2,喜国雅彦の雀闘士 銅鑼王2,プランニングオフィスワダ（パウ） / Planning Office WADA (POW),SHVC-2K,,1993-12-03,,Table Game,Mahjong
0572,Kindai Mahjong Special,近代麻雀スペシャル,イマジニアズーム / Imagineer-Zoom / アウトバック / Outback,SHVC-AKJJ-JPN,,1995-03-31,,Table Game,Mahjong
0573,King of The Monsters,キング・オブ・ザ・モンスターズ,タカラ / タカラ アミューズメント / エス・エヌ・ケイ / Takara / SNK,SHVC-KM,SNS-KM,1992-07-31,1992-01-01,Fighting,Versus
0574,King of the Monsters 2 - The Next Thing,キング・オブ・ザ・モンスターズ2,タカラ / エス・エヌ・ケイ / Takara / SNK,SHVC-KT,,1993-12-22,,Beat 'em All,
0575,Kingyo Chuihou! Tobidase Game Gakuen,きんぎょ注意報！ とびだせ！ゲーム学園,ジャレコ / Jaleco,SHVC-J7,,1994-03-18,,Puzzle,
0576,Kinnikuman - Dirty Challenger,キン肉マン ダーティー・チャレンジャー,バンダイ / ユタカ / Bandai / Yutaka,SHVC-KI,,1992-08-21,,Sports,Wrestling
0577,Kirby Bowl,カービィボウル,任天堂 / ハル研究所 / Nintendo / HAL Laboratory,SHVC-CG-(G725179),,1994-09-21,1994-01-01,Sports,Golf
0578,Kirby no Kirakira Kids,カービィのきらきらきっず,任天堂 / ハル研究所 / Nintendo / HAL Laboratory,SHVC-BKKJ-JPN,,1998-02-01,,Platformer,
0579,Kishin Douji Zenki - Denei Raibu,鬼神童子ZENKI 電影雷舞 ゼンキ でんえいライブ,ハドソン / Hudson,SHVC-AZDJ-JPN,,1995-11-24,,Fighting,Versus
0580,Kishin Douji Zenki - Rettou Raiden,ゼンキ バトルライデン 鬼神童子ZENKI 烈闘雷伝,ハドソン/シーエイプロダクション / Hudson / CAProduction,SHVC-AZ6J-JPN,,1995-08-04,,Platformer,
0581,Kishin Douji Zenki - Tenchi Meidou,鬼神童子ZENKI 天地鳴動 ゼンキ てんちめいどう,ハドソン / Hudson,SHVC-AZTJ-JPN,,1996-02-23,,Table Game,
0582,Kishin Kourinden ONI,鬼神降臨伝ONI,バンプレスト / パンドラボックス / Banpresto / Pandora Box,SHVC-HD,,1994-08-05,,RPG,
0583,Kiteretsu Daihyakka: Cho jikuu Sugoroku,キテレツ大百科 超時空すごろく,ビデオシステム / Video System,SHVC-AVKJ-JPN,,1995-01-27,,Table Game,
0584,Knights of the Round,ナイツ オブ ザ ラウンド,カプコン / Capcom,SHVC-LO,SNS-LO,1994-06-10,1994-01-01,Beat 'em All,
0585,Konpeki no Kantai,紺碧の艦隊,エンジェル / Angel,SHVC-ADFJ-JPN,,1995-11-02,,Strategy,
0586,Kouryaku Casino Bar,攻略カジノバー,日本物産（ニチブツ） / Nihon Bussan (Nichibutsu),SHVC-AOOJ-JPN,,1995-07-14,,Gambling,Casino
0587,Kouryuu Densetsu Villgust - Kieta Shoujo,甲竜伝説ヴィルガスト 消えた少女,バンダイ / ウィンキーソフト / Bandai / Winkysoft,SHVC-VL,,1992-05-23,,RPG,
0588,Kouryuu no Mimi,黄龍の耳,バップ / VAP (NTV),SHVC-AKVJ-JPN,,1995-12-22,,Beat 'em All,
0589,Kouryuuki,項劉記,光栄 / Koei,SHVC-QG,,1994-04-06,,Strategy,
0590,Koushien 2,甲子園2,ケイ・アミューズメントリース / K. Amusement Leasing,SHVC-KQ,,1992-06-26,,Sports,Baseball
0591,Koushien 3,甲子園3,魔法株式会社 / Magical Company,SHVC-3V,,1994-07-29,,Sports,Baseball
0592,Koushien 4,甲子園4,魔法株式会社 / Magical Company,SHVC-A4VJ-JPN,,1995-07-14,,Sports,Baseball
0593,Kousoku Shikou Shougiou,高速思考 将棋皇,イマジニアズーム / Imagineer-Zoom,SHVC-ASGJ-JPN,,1995-03-24,,Table Game,Shougi
0594,Koutetsu no Kishi,鋼鉄の騎士,アスミック / ジェネラルサポート / デュアル / Asmik / General Support / DUAL,SHVC-PZ,,1993-02-19,,Strategy,
0595,Koutetsu no Kishi 2: Sabaku no Rommel Shougun,鋼鉄の騎士2 砂漠のロンメル軍団,アスミック / ジェネラルサポート / デュアル / Asmik / General Support / DUAL,SHVC-2Z,,1994-01-28,,Strategy,
0596,Koutetsu no Kishi 3 - Gekitotsu Europe Sensen,鋼鉄の騎士3 −激突ヨーロッパ戦線−,アスミック / ジェネラルサポート / デュアル / Asmik / General Support / DUAL,SHVC-APZJ-JPN,,1995-01-27,,Strategy,
0597,Krusty's World,クリスティーワールド,アクレイムジャパン / Acclaim Japan / Audiogenic Software,SHVC-FH,,1993-01-29,,Puzzle,
0598,Kunio no Oden,くにおのおでん,テクノスジャパン / Technos Japan,SHVC-QO,,1994-05-27,,Puzzle,
0599,Kunio-kun no Dodge Ball dayo Zenin Shuugou!,くにおくんのドッジボールだよ 全員集合！,テクノスジャパン / Technos Japan,SHVC-ND,,1993-08-06,,Sports,Dodgeball
0600,Kunio-kun no Dodge Ball dayo Zenin Shuugou! Tournament Special,くにおくんのドッジボールだよ 全員集合！,テクノスジャパン / Technos Japan,SHVC-ND,,1993-08-06,,Sports,Dodgeball
0601,Kuusou Kagaku Sekai Gulliver Boy,空想科学世界 ガリバーボーイ,バンダイ / Bandai,SHVC-AKUJ-JPN,,1996-06-28,,RPG,Action
0602,Kyoraku Sanyo Maruhon Parlor! Parlor! 5,京楽 三洋 マルホン Parlor ! パーラー！ 5 パチンコ3社・実機シミュレーションゲーム,日本テレネット / Telenet Japan,SHVC-AVVJ-JPN,,1996-03-29,,Gambling,Pachinko
0603,Kyoraku Sanyo Toyomaru Daiichi Maruhon Parlor! Parlor! 2,京楽 三洋 豊丸 大一 マルホン Parlor ! パーラー！2 パチンコ5社・実機シミュレーションゲーム,日本テレネット / Telenet Japan,SHVC-AIPJ-JPN,,1995-08-25,,Gambling,Pachinko
0604,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! 4 CR - Jikki Shimyureeshon Geemu,京楽 三洋 豊丸 奥村 大一 マルホン パーラー！IV パチンコ6社・CR実機シミュレーションゲーム,日本テレネット / Telenet Japan,SHVC-AZCJ-JPN,,1995-12-29,,Gambling,Pachinko
